popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
5,0.11,0.488,122533,0.573,0,0.485,-8.111,0.0822,78.415,0.787
7,0.928,0.505,205160,0.0949,4.48E-05,0.135,-15.373,0.0378,138.905,0.135
0,0.765,0.644,423160,0.262,0,0.0711,-12.213,0.0308,109.931,0.566
0,0.535,0.538,265693,0.424,0,0.548,-16.001,0.51,90.41,0.536
1,0.224,0.726,208973,0.558,0,0.119,-8.369,0.136,151.929,0.961
1,0.617,0.557,588301,0.265,0,0.379,-14.549,0.799,78.425,0.49
1,0.648,0.649,245773,0.687,6.46E-06,0.222,-6.8,0.0272,82.016,0.801
9,0.4,0.711,203247,0.869,8.21E-06,0.647,-7.253,0.0652,136.729,0.654
0,0.655,0.513,160133,0.528,0,0.381,-5.32,0.0417,129.18,0.509
0,0.895,0.693,476307,0.177,0,0.154,-20.824,0.805,104.543,0.674
1,0.645,0.67,205587,0.88,0.000347,0.335,-6.64,0.0392,86.011,0.962
0,0.991,0.461,131773,0.131,0,0.147,-14.69,0.0354,94.234,0.381
0,0.945,0.44,82173,0.365,0.664,0.463,-12.671,0.0325,86.79,0.583
0,0.856,0.574,179470,0.467,1.14E-05,0.969,-10.034,0.541,132.107,0.897
0,0.976,0.412,144253,0.145,0,0.106,-9.367,0.0401,78.925,0.347
0,0.995,0.512,136120,0.0297,0.881,0.0991,-23.948,0.0403,68.5,0.258
0,0.00187,0.61,229507,0.949,0.000955,0.0624,-6.314,0.0342,145.077,0.971
1,0.498,0.338,175280,0.333,4.54E-06,0.796,-13.417,0.0641,144.299,0.204
0,0.992,0.748,157813,0.196,0.723,0.199,-16.503,0.0528,127.522,0.784
0,0.942,0.0883,1563347,0.174,0.944,0.0949,-17.02,0.0408,85.719,0.0299
1,0.0533,0.768,246893,0.652,0.00221,0.0581,-6.733,0.0471,100.951,0.657
0,0.942,0.548,154240,0.0469,4.78E-05,0.204,-15.033,0.0459,108.703,0.159
0,0.585,0.646,203964,0.538,0,0.112,-8.223,0.0232,103.986,0.36
0,0.921,0.267,116960,0.504,0,0.101,-7.944,0.0617,172.465,0.369
4,0.766,0.58,235227,0.376,0,0.0744,-10.703,0.0707,126.055,0.42
0,0.483,0.622,253837,0.785,0,0.278,-4.656,0.0577,89.021,0.695
0,0.789,0.669,404267,0.15,0,0.0749,-22.565,0.863,83.809,0.629
1,0.649,0.619,196293,0.814,0,0.684,-7.35,0.55,168.158,0.687
0,0.981,0.471,141177,0.0465,0.00334,0.238,-14.248,0.0344,87.898,0.413
0,0.264,0.578,218453,0.338,5.82E-06,0.357,-9.685,0.0331,136.236,0.124
0,0.804,0.339,361933,0.216,0.894,0.291,-14.093,0.0355,133.246,0.231
0,0.89,0.614,194617,0.487,0,0.965,-8.153,0.57,141.058,0.784
2,0.961,0.358,212784,0.12,5.85E-05,0.103,-14.792,0.0532,68.197,0.13
0,0.507,0.538,212063,0.795,0,0.132,-4.74,0.356,94.87,0.842
0,0.925,0.789,160333,0.437,0.000321,0.135,-11.432,0.129,110.281,0.807
0,0.983,0.334,297093,0.36,0.00126,0.195,-8.067,0.0608,93.384,0.126
0,0.00081,0.549,339240,0.748,0.253,0.145,-5.425,0.0313,115.041,0.386
0,0.553,0.673,172627,0.358,0,0.107,-11.69,0.048,130.569,0.937
0,0.793,0.701,208000,0.168,4.66E-06,0.104,-11.15,0.108,111.975,0.564
0,0.913,0.758,169645,0.445,0,0.3,-12.045,0.361,116.023,0.832
3,0.874,0.517,153347,0.354,1.22E-06,0.116,-8.313,0.0325,80.246,0.365
0,0.995,0.6,26044,0.23,0.954,0.116,-23.963,0.118,99.161,0.575
9,0.114,0.432,157853,0.4,4.83E-06,0.207,-8.737,0.035,108.372,0.476
11,0.341,0.71,189893,0.517,0,0.116,-8.015,0.444,78.901,0.721
0,0.756,0.597,423133,0.165,0,0.357,-16.449,0.904,63.794,0.501
0,0.388,0.238,367227,0.535,0,0.107,-5.769,0.0369,68.169,0.106
0,0.801,0.698,2106095,0.306,0,0.835,-15.032,0.857,132.123,0.544
4,0.0238,0.804,136573,0.682,0,0.0606,-12.434,0.0305,130.331,0.946
0,0.0309,0.503,275805,0.588,0,0.4,-6.14,0.0316,114.937,0.488
0,0.989,0.503,160187,0.0341,0.809,0.087,-17.101,0.0674,86.537,0.712
15,0.911,0.551,265373,0.246,0,0.11,-10.505,0.0255,108.636,0.383
0,0.618,0.647,62019,0.682,0,0.278,-11.135,0.04,62.363,0.154
1,0.279,0.588,218151,0.733,0,0.266,-8.039,0.0327,135.663,0.791
0,0.903,0.465,1178613,0.517,0,0.127,-9.338,0.128,120.812,0.505
0,0.538,0.294,41927,0.186,0,0.347,-12.794,0.0318,87.505,0.145
1,0.96,0.752,79267,0.168,0,0.332,-18.961,0.925,104.274,0.678
0,0.931,0.48,191217,0.398,0,0.941,-12.425,0.445,67.709,0.491
1,0.932,0.418,213577,0.291,3.95E-06,0.116,-9.599,0.0368,88.38,0.264
0,0.526,0.373,103288,0.416,0,0.331,-10.554,0.0555,172.218,0.783
1,0.637,0.62,367413,0.22,0,0.123,-18.04,0.929,75.291,0.635
0,0.108,0.734,134093,0.651,0.0272,0.26,-12.995,0.0418,130.396,0.928
0,0.987,0.395,177693,0.29,0.899,0.115,-11.23,0.0484,82.285,0.469
0,0.126,0.628,250293,0.743,1.08E-06,0.14,-8.886,0.163,89.753,0.532
4,0.298,0.474,134507,0.673,0,0.19,-6.378,0.0326,119.326,0.535
0,0.317,0.585,82018,0.317,1.37E-06,0.143,-16.59,0.0266,110.07,0.363
0,0.0381,0.799,141240,0.59,8.50E-06,0.127,-7.69,0.0407,139.898,0.97
0,0.0678,0.746,163413,0.811,0,0.126,-4.171,0.0406,106.355,0.957
0,0.74,0.739,224200,0.472,0,0.137,-11.671,0.041,90.306,0.87
0,0.845,0.739,135587,0.556,0.288,0.118,-13.757,0.0381,131.074,0.95
0,0.972,0.592,193800,0.299,5.11E-05,0.359,-10.302,0.031,107.99,0.271
0,0.901,0.459,279480,0.806,0,0.377,-6.677,0.311,178.872,0.81
0,0.732,0.397,541754,0.567,2.27E-05,0.585,-10.312,0.182,168.836,0.784
0,0.909,0.624,149360,0.171,0,0.183,-22.171,0.908,170.418,0.712
1,0.956,0.7,128867,0.376,0,0.0465,-15.099,0.211,83.211,0.753
0,0.709,0.584,38775,0.589,0,0.121,-11.242,0.0311,98.169,0.594
0,0.5,0.571,387370,0.759,2.56E-05,0.239,-12.269,0.0533,152.912,0.963
0,0.991,0.423,119067,0.221,0.881,0.136,-16.081,0.0733,100.269,0.342
0,0.67,0.189,146467,0.171,0.711,0.105,-19.101,0.0426,119.876,0.134
0,0.983,0.498,186874,0.0658,0.000119,0.137,-15.182,0.0406,131.356,0.374
0,0.906,0.365,273280,0.202,4.93E-05,0.37,-9.446,0.0284,79.333,0.232
0,0.89,0.392,396947,0.246,3.92E-06,0.357,-11.723,0.107,88.355,0.16
0,0.987,0.318,148656,0.0364,0.0254,0.144,-19.07,0.0523,79.187,0.226
0,0.925,0.447,280961,0.209,1.30E-06,0.133,-13.713,0.0472,126.805,0.21
0,0.455,0.536,206907,0.384,3.13E-06,0.0982,-12.372,0.0448,103.827,0.694
0,0.00506,0.696,345840,0.736,3.66E-05,0.115,-5.741,0.123,101.328,0.464
0,0.476,0.513,398120,0.546,1.30E-06,0.148,-6.403,0.0875,92.992,0.893
1,0.827,0.203,72353,0.312,3.28E-05,0.62,-11.774,0.029,175.601,0.174
1,0.955,0.321,672453,0.134,0.325,0.255,-16.159,0.0358,143.779,0.205
0,0.578,0.658,85316,0.491,3.33E-06,0.12,-13.637,0.398,94.872,0.476
0,0.96,0.346,77787,0.0561,0.142,0.286,-24.691,0.0446,115.743,0.305
0,0.891,0.617,174987,0.336,0,0.253,-13.689,0.0324,109.74,0.727
0,0.156,0.229,288652,0.662,0,0.597,-6.015,0.0334,139.89,0.345
3,0.463,0.119,178080,0.38,0.000115,0.61,-9.707,0.0332,174.258,0.182
2,0.674,0.595,208004,0.783,0.000193,0.453,-9.314,0.041,76.698,0.762
0,0.0682,0.407,159973,0.457,0,0.21,-6.653,0.033,108.42,0.484
0,0.509,0.307,272733,0.42,0.0111,0.0629,-10.655,0.101,106.642,0.447
0,0.945,0.554,214840,0.252,0.148,0.109,-11.979,0.0262,142.793,0.355
0,0.871,0.472,153547,0.344,0,0.254,-8.886,0.0585,132.263,0.685
8,0.616,0.436,225724,0.46,0.000222,0.115,-5.803,0.0293,107.051,0.231
0,0.2,0.748,174907,0.77,0,0.231,-6.795,0.0335,131.542,0.882
0,0.654,0.47,259293,0.802,0,0.342,-7.585,0.0696,128.326,0.689
0,0.804,0.552,1110587,0.308,0,0.0934,-13.706,0.258,89.152,0.35
2,0.368,0.569,229147,0.68,1.34E-05,0.11,-6.233,0.0652,93.456,0.895
0,0.987,0.587,143333,0.00689,0,0.0985,-20.313,0.11,167.676,0.482
1,0.982,0.419,154307,0.0205,1.80E-05,0.0857,-24.453,0.039,86.347,0.289
0,0.904,0.689,298627,0.155,0,0.36,-22.111,0.808,128.918,0.671
0,0.698,0.632,112893,0.41,0,0.0656,-12.337,0.138,190.48,0.881
1,0.944,0.206,510987,0.168,0.915,0.342,-18.161,0.0445,141.787,0.0818
0,0.207,0.68,79749,0.585,0,0.244,-13.239,0.0868,172.81,0.82
0,0.244,0.54,250667,0.784,0,0.337,-6.759,0.0357,135.989,0.398
3,0.308,0.521,72613,0.885,0.00946,0.332,-6.087,0.0329,140.426,0.896
5,0.399,0.593,128280,0.557,0,0.321,-10.578,0.101,84.703,0.948
0,0.591,0.764,98789,0.673,5.12E-06,0.17,-3.411,0.0552,134.925,0.949
0,0.6,0.631,617651,0.229,0,0.263,-17.383,0.535,126.816,0.337
12,0.301,0.6,202493,0.464,7.58E-06,0.188,-6.021,0.0662,108.148,0.498
5,0.0468,0.85,99692,0.532,0.00261,0.62,-10.001,0.0659,130.053,0.964
0,0.569,0.55,240466,0.678,5.82E-06,0.361,-7.638,0.0531,82.909,0.533
0,0.946,0.283,293400,0.0161,8.74E-05,0.393,-24.292,0.0743,78.106,0.0907
2,0.804,0.758,81373,0.873,2.03E-06,0.292,-5.943,0.0299,136.964,0.966
4,0.181,0.202,209560,0.802,0,0.129,-5.403,0.0449,176.433,0.452
0,0.957,0.387,29000,0.101,3.84E-06,0.191,-9.165,0.042,134.915,0.393
5,0.871,0.639,245213,0.381,0,0.153,-8.59,0.0311,80.009,0.129
0,0.0492,0.482,435704,0.715,8.90E-05,0.334,-5.681,0.0691,116.037,0.675
4,0.301,0.414,132880,0.493,0,0.414,-7.979,0.0329,101.799,0.691
1,0.0531,0.367,168600,0.817,0.00019,0.32,-10.145,0.142,186.737,0.954
3,0.468,0.644,129280,0.972,0,0.232,-5.694,0.0489,150.313,0.965
0,0.924,0.645,152184,0.23,0,0.0939,-13.486,0.459,86.156,0.827
0,0.764,0.661,3475594,0.392,0,0.0921,-9.972,0.555,88.446,0.781
0,0.619,0.673,244307,0.639,3.64E-05,0.482,-6.859,0.0276,130.026,0.647
0,0.463,0.63,205238,0.925,5.74E-05,0.483,-6.059,0.04,135.022,0.713
0,0.989,0.593,1702013,0.285,6.67E-06,0.168,-11.924,0.268,92.784,0.877
1,0.814,0.347,102260,0.376,0,0.338,-13.415,0.0678,65.432,0.459
0,0.77,0.464,364408,0.722,0.00747,0.312,-8.941,0.0297,136.078,0.96
0,0.989,0.323,184413,0.264,0.0229,0.343,-11.194,0.0339,131.861,0.345
0,0.761,0.251,150027,0.16,0.984,0.0939,-18.699,0.0374,89.668,0.204
0,0.983,0.482,64615,0.263,0.0215,0.297,-15.393,0.0346,90.165,0.377
0,0.862,0.474,327283,0.599,0.0716,0.333,-10.602,0.0291,141.134,0.848
0,0.745,0.656,299722,0.44,0.03,0.128,-14.896,0.0348,101.017,0.88
0,0.988,0.352,27733,0.0886,0.207,0.165,-10.681,0.0321,98.106,0.53
6,0.512,0.36,215600,0.193,0,0.185,-13.416,0.0604,71.234,0.204
1,0.517,0.634,128293,0.752,0,0.0848,-6.118,0.0707,89.972,0.839
1,0.326,0.695,241027,0.967,0.00681,0.298,-6.243,0.0338,129.984,0.962
0,0.545,0.638,2271375,0.409,0,0.358,-17.002,0.83,124.663,0.306
0,0.00255,0.599,218133,0.976,0.00144,0.264,-7.923,0.0342,137.891,0.973
5,0.57,0.508,124680,0.366,0,0.197,-8.339,0.0395,127.49,0.587
0,0.698,0.75,103827,0.373,0,0.102,-11.88,0.0305,129.084,0.585
0,0.908,0.659,52627,0.177,0,0.131,-17.04,0.578,79.31,0.535
0,0.885,0.594,3631469,0.344,0,0.0864,-9.444,0.595,74.829,0.39
0,0.909,0.507,229599,0.262,0,0.107,-9.817,0.0423,80.103,0.492
0,0.311,0.725,86823,0.91,2.78E-06,0.279,-6.147,0.225,117.924,0.217
1,0.896,0.31,586960,0.412,0.89,0.67,-12.718,0.0432,86.735,0.354
0,0.947,0.177,192160,0.391,0.905,0.142,-12.895,0.0523,89.63,0.0962
0,0.751,0.906,111467,0.438,0,0.342,-12.489,0.0468,127.9,0.97
0,0.446,0.425,203573,0.2,0,0.0921,-14.223,0.0864,130.059,0.482
0,0.625,0.461,470715,0.254,0,0.265,-13.527,0.269,60.173,0.342
0,0.58,0.684,210204,0.629,3.28E-06,0.319,-7.302,0.0277,82.007,0.923
12,0.012,0.524,278040,0.575,4.84E-06,0.151,-8.683,0.026,80.731,0.107
5,0.751,0.625,257450,0.275,2.08E-05,0.0768,-9.984,0.0315,68.009,0.105
0,0.545,0.586,224418,0.523,0.00421,0.196,-7.603,0.0667,142.873,0.269
1,0.415,0.534,173200,0.529,0,0.323,-5.482,0.0262,81.635,0.366
0,0.167,0.78,255371,0.548,4.65E-06,0.0774,-7.987,0.152,105.989,0.631
0,0.362,0.546,129800,0.504,0,0.0391,-9.347,0.072,141.462,0.942
0,0.989,0.501,129600,0.19,0,0.131,-13.535,0.0334,119.696,0.66
8,0.152,0.586,162773,0.685,0,0.196,-7.326,0.159,137.417,0.706
12,0.93,0.302,119533,0.385,0.0917,0.368,-23.864,0.12,116.214,0.297
4,0.0413,0.428,127080,0.671,1.24E-05,0.335,-9.406,0.0504,169.316,0.865
3,0.744,0.643,142840,0.256,0,0.0905,-16.338,0.0394,102.833,0.288
0,0.534,0.57,226267,0.445,0,0.222,-12.567,0.0367,119.059,0.732
0,0.663,0.618,156933,0.428,0,0.187,-9.936,0.029,119.958,0.475
0,0.34,0.645,148733,0.377,0.00534,0.0956,-14.133,0.0304,121.479,0.542
1,0.987,0.33,74773,0.0317,0.949,0.129,-22.275,0.0333,64.242,0.0382
0,0.547,0.821,66427,0.32,0,0.0914,-13.246,0.925,95.911,0.859
0,0.652,0.521,22253,0.268,0,0.668,-20.397,0.522,166.397,0.888
5,0.211,0.686,148067,0.242,4.98E-06,0.0958,-10.543,0.047,72.212,0.237
0,0.98,0.568,168760,0.101,0.000392,0.388,-14.827,0.0451,111.505,0.36
0,0.739,0.446,309453,0.739,0.000187,0.377,-9.316,0.0687,157.139,0.598
0,0.00412,0.603,422387,0.574,0.0667,0.188,-6.76,0.0314,132.911,0.269
0,0.184,0.84,236067,0.517,1.63E-06,0.26,-5.983,0.27,122.024,0.526
0,0.000905,0.699,233560,0.863,0.0926,0.186,-6.32,0.0791,140.066,0.839
1,0.0355,0.701,151093,0.541,0,0.0455,-10.455,0.438,193.677,0.902
3,0.432,0.548,57627,0.822,0,0.219,-6.648,0.0468,134.778,0.968
2,0.959,0.492,185360,0.0914,3.55E-06,0.102,-14.768,0.0354,177.862,0.168
1,0.722,0.705,119067,0.686,0,0.0547,-13.401,0.0646,170.24,0.953
0,0.538,0.53,200841,0.846,1.45E-06,0.138,-3.974,0.154,135.078,0.687
4,0.927,0.249,189947,0.27,0.0897,0.297,-12.216,0.0316,88.5,0.194
0,0.946,0.256,125907,0.373,0,0.134,-7.611,0.0401,180.233,0.155
0,0.821,0.326,248040,0.506,0.000284,0.0886,-9.235,0.109,139.837,0.314
1,0.811,0.341,183387,0.255,0,0.224,-10.09,0.0291,102.287,0.385
0,0.741,0.474,149533,0.304,9.21E-06,0.296,-9.48,0.0311,103.102,0.593
7,0.421,0.465,145267,0.879,0,0.231,-5.608,0.0983,150.523,0.864
0,0.613,0.808,156362,0.646,0.000576,0.139,-11.666,0.384,97.59,0.901
1,0.0282,0.653,158067,0.732,9.73E-05,0.16,-6.882,0.0258,110.024,0.358
0,0.955,0.339,128013,0.0672,0.405,0.34,-20.191,0.0365,102.73,0.242
2,0.936,0.195,159000,0.034,0.4,0.0667,-21.518,0.0355,79.897,0.053
0,0.901,0.633,183080,0.392,1.04E-06,0.321,-10.229,0.188,128.533,0.765
0,0.832,0.535,232880,0.526,2.33E-05,0.128,-8.72,0.0874,87.943,0.383
0,0.729,0.675,38792,0.564,0,0.0578,-7.661,0.0452,102.299,0.352
0,0.839,0.281,250636,0.515,0.00058,0.378,-6.894,0.0371,64.308,0.0739
0,0.773,0.134,498587,0.157,0.936,0.565,-17.552,0.0335,99.364,0.0368
1,0.407,0.634,133733,0.605,0,0.187,-9.588,0.032,124.211,0.919
0,0.793,0.728,136533,0.521,0,0.0834,-7.318,0.12,132.565,0.824
0,0.523,0.558,259396,0.402,0,0.13,-16.433,0.181,125.737,0.472
0,0.655,0.513,219280,0.354,0,0.784,-15.063,0.234,88.905,0.382
2,0.988,0.396,251427,0.157,0.71,0.152,-17.977,0.0388,128.57,0.326
0,0.473,0.475,214133,0.377,0.000257,0.429,-12.691,0.034,118.062,0.326
0,0.954,0.197,186224,0.164,0.00036,0.278,-13.736,0.0334,171.85,0.226
0,0.546,0.252,45140,0.316,1.05E-05,0.126,-9.27,0.0325,83.048,0.204
0,0.814,0.496,22440,0.268,0.8,0.208,-12.714,0.0666,120.3,0.547
0,0.651,0.248,177320,0.341,0,0.332,-9.652,0.0348,186.81,0.518
1,0.458,0.863,165667,0.483,0,0.0808,-13.362,0.0454,138.922,0.953
0,0.945,0.56,818480,0.392,3.47E-05,0.297,-10.68,0.0281,80.01,0.592
0,0.897,0.44,266809,0.493,0.00397,0.134,-10.368,0.0318,100.751,0.615
0,0.857,0.543,260333,0.651,0.000174,0.261,-6.323,0.0853,118.937,0.853
2,0.196,0.884,152790,0.614,5.95E-06,0.0747,-9.477,0.0325,140.038,0.965
0,0.215,0.707,61205,0.862,0,0.3,-5.265,0.0807,94.996,0.759
0,0.669,0.651,170667,0.608,7.29E-06,0.165,-4.022,0.0561,89.232,0.716
0,0.757,0.449,341800,0.173,0,0.144,-13.68,0.0398,117.552,0.388
0,0.813,0.487,437173,0.314,0,0.409,-11.674,0.594,173.117,0.399
0,0.642,0.457,48962,0.266,0,0.151,-13.268,0.0322,106.83,0.299
0,0.341,0.406,178107,0.674,6.16E-05,0.0689,-6.289,0.0504,93.317,0.604
0,0.492,0.807,171494,0.713,0,0.101,-6.45,0.154,139.901,0.716
0,0.813,0.457,322893,0.386,0,0.169,-11.081,0.0782,83.719,0.293
0,0.159,0.508,198844,0.344,0,0.0903,-9.763,0.11,132.829,0.632
5,0.249,0.518,130653,0.805,0,0.333,-6.248,0.0407,79.124,0.841
0,0.723,0.56,216440,0.425,0,0.206,-13.515,0.0507,159.379,0.855
1,0.717,0.753,147240,0.702,1.47E-06,0.285,-10.688,0.0373,130.023,0.775
4,0.949,0.677,258720,0.158,4.54E-06,0.0996,-13.45,0.0327,82.08,0.125
0,0.782,0.644,258867,0.417,0,0.626,-15.419,0.879,102.963,0.494
11,0.785,0.838,145853,0.542,0,0.147,-10.233,0.0735,126.851,0.971
44,0.78,0.616,223813,0.298,0,0.0973,-7.712,0.0274,82.471,0.712
33,0.973,0.484,154200,0.222,0.000306,0.104,-14.631,0.044,127.689,0.409
25,0.802,0.717,137800,0.518,0,0.094,-7.754,0.0883,129.878,0.672
26,0.302,0.691,183920,0.49,6.50E-06,0.229,-11.222,0.0743,107.066,0.664
24,0.599,0.389,181267,0.153,0,0.0902,-12.023,0.043,120.626,0.236
23,0.793,0.349,228147,0.0913,1.61E-06,0.141,-15.003,0.0396,120.405,0.15
23,0.668,0.747,135107,0.505,0,0.101,-9.263,0.0746,122.177,0.716
23,0.656,0.705,159120,0.57,0,0.0897,-7.124,0.0983,81.977,0.652
22,0.835,0.583,175000,0.318,0,0.118,-8.252,0.0311,75.911,0.51
23,0.36,0.654,150027,0.427,0,0.15,-7.963,0.0379,125.39,0.811
23,0.83,0.628,144867,0.299,0,0.31,-9.483,0.0473,135.896,0.557
20,0.863,0.253,238039,0.417,6.33E-06,0.0974,-3.561,0.0287,143.374,0.208
20,0.782,0.55,211133,0.448,0,0.0657,-7.921,0.0655,115.038,0.891
20,0.715,0.311,189933,0.442,0,0.141,-9.487,0.0448,69.001,0.463
19,0.83,0.55,185800,0.272,0,0.13,-10.649,0.0262,79.045,0.583
18,0.861,0.185,238053,0.394,5.08E-06,0.0949,-3.555,0.0324,45.957,0.191
18,0.846,0.603,99973,0.396,0,0.0735,-7.451,0.0665,125.115,0.593
16,0.822,0.381,222827,0.264,0,0.0978,-11.138,0.035,122.419,0.439
18,0.69,0.524,174320,0.298,0,0.315,-9.789,0.0254,94.508,0.543
17,0.83,0.384,198400,0.172,0,0.195,-9.962,0.0333,122.06,0.174
18,0.628,0.784,174253,0.702,0,0.133,-7.54,0.0834,95.975,0.727
17,0.845,0.457,176013,0.252,0,0.103,-8.72,0.0265,104.6,0.268
15,0.703,0.313,241350,0.405,0.00914,0.0957,-7.401,0.0325,95.254,0.291
16,0.97,0.257,209695,0.0905,4.79E-05,0.293,-17.74,0.0326,91.425,0.136
12,0.524,0.297,253653,0.155,0,0.11,-11.094,0.0282,91.833,0.145
12,0.691,0.39,245213,0.1,0,0.074,-11.685,0.0367,112.996,0.28
15,0.971,0.291,271735,0.0979,0.00961,0.151,-17.929,0.0302,110.908,0.113
15,0.967,0.241,207040,0.117,4.26E-06,0.111,-18.035,0.0306,108.059,0.0676
15,0.984,0.275,228853,0.043,1.41E-06,0.165,-21.241,0.0323,101.729,0.0395
13,0.973,0.213,156144,0.0401,0.000461,0.0964,-22.201,0.034,76.003,0.0742
13,0.98,0.172,239784,0.0695,5.77E-05,0.1,-19.459,0.0324,85.813,0.0611
10,0.793,0.315,167760,0.187,0,0.225,-9.709,0.0284,80.885,0.19
14,0.962,0.255,260067,0.14,0.00105,0.17,-14.632,0.0285,89.74,0.154
10,0.733,0.487,177640,0.263,0,0.233,-9.489,0.0334,143.268,0.557
13,0.97,0.303,182002,0.118,1.24E-05,0.12,-15.882,0.0539,72.587,0.122
8,0.928,0.301,252400,0.124,0,0.118,-15.03,0.029,81.598,0.109
10,0.574,0.706,248080,0.559,0,0.0949,-7.662,0.0612,119.976,0.653
9,0.784,0.323,233093,0.0872,0,0.119,-11.938,0.0323,110.479,0.144
11,0.974,0.213,238536,0.0493,0.000118,0.195,-19.858,0.033,90.729,0.0529
12,0.985,0.261,177844,0.0658,3.24E-06,0.105,-19.158,0.0348,77.112,0.0662
7,0.771,0.51,215333,0.326,0,0.12,-11.754,0.0285,142.402,0.418
7,0.83,0.685,179973,0.44,0,0.201,-10.43,0.0304,123.18,0.694
7,0.914,0.171,234707,0.185,0,0.162,-13.997,0.0306,76.832,0.189
7,0.947,0.233,211693,0.0567,0,0.102,-16.531,0.0295,129.014,0.0491
10,0.984,0.234,169849,0.094,3.47E-05,0.0858,-17.571,0.031,140.817,0.107
10,0.984,0.261,173732,0.0735,2.47E-05,0.084,-17.343,0.0345,167.661,0.187
10,0.939,0.222,214018,0.0457,0,0.111,-17.002,0.0293,168.599,0.0702
6,0.909,0.315,174827,0.0817,0,0.18,-14.046,0.0331,137.341,0.319
6,0.815,0.429,191600,0.167,0,0.24,-12.685,0.0324,93.788,0.626
7,0.89,0.58,240667,0.186,0,0.159,-14.499,0.026,97.848,0.6
6,0.881,0.25,237707,0.33,0,0.129,-11.441,0.0285,170.281,0.314
13,0.894,0.735,153947,0.343,0,0.124,-12.998,0.0569,102.901,0.87
7,0.74,0.315,237867,0.506,0,0.218,-7.568,0.0369,92.703,0.544
5,0.491,0.55,206147,0.721,0,0.114,-4.843,0.0968,174.889,0.722
9,0.967,0.176,209233,0.0545,0.00365,0.109,-20.169,0.0345,78.801,0.061
11,0.975,0.353,202227,0.0728,0.000742,0.106,-18.865,0.0337,99.788,0.0858
8,0.977,0.243,225850,0.0622,0.0566,0.0907,-19.874,0.0383,134.759,0.038
9,0.983,0.299,176523,0.129,0.000135,0.0995,-18.478,0.0301,37.861,0.0958
8,0.97,0.259,200891,0.134,0.0243,0.187,-17.48,0.0328,133.002,0.191
10,0.974,0.209,188653,0.137,0.256,0.14,-16.809,0.0377,85.845,0.15
9,0.965,0.215,259567,0.116,0.00107,0.242,-16.36,0.0311,179.777,0.159
9,0.98,0.218,94428,0.073,0.000179,0.117,-19.452,0.0328,81.993,0.239
8,0.982,0.272,215104,0.0498,4.88E-05,0.205,-19.338,0.032,83.384,0.178
5,0.834,0.209,249560,0.157,0,0.0774,-13.345,0.0385,74.847,0.232
10,0.977,0.276,197507,0.0896,0.00172,0.0917,-25.28,0.0413,90.377,0.156
10,0.992,0.297,165507,0.018,4.60E-05,0.117,-29.368,0.0384,119.451,0.039
3,0.562,0.48,250840,0.38,0,0.0998,-7.015,0.0262,129.88,0.25
4,0.599,0.668,180987,0.769,0,0.21,-4.906,0.0865,116.913,0.885
7,0.99,0.157,202567,0.0252,0.0154,0.105,-22.447,0.0392,181.714,0.152
5,0.976,0.18,207760,0.0674,0.00361,0.104,-18.92,0.0332,78.818,0.0665
9,0.859,0.71,194347,0.34,0.000457,0.114,-19.158,0.0437,130.014,0.389
10,0.693,0.609,114507,0.279,5.61E-06,0.179,-14.521,0.0621,160.139,0.819
6,0.974,0.234,190572,0.0932,0.000282,0.114,-17.609,0.0336,123.619,0.0384
6,0.972,0.32,197262,0.0628,3.39E-05,0.11,-18.562,0.0335,118.643,0.0516
7,0.965,0.374,206722,0.16,0.0013,0.381,-14.685,0.0309,106.205,0.186
8,0.978,0.41,158904,0.158,0.13,0.111,-15.025,0.0307,81.189,0.148
9,0.915,0.72,192400,0.12,0,0.0832,-18.935,0.0676,90.103,0.302
7,0.967,0.269,201395,0.124,0.0101,0.175,-18.068,0.0333,110.121,0.122
4,0.9,0.15,245520,0.165,0.000133,0.114,-14.629,0.0398,74.767,0.213
10,0.878,0.656,174000,0.216,0,0.375,-13.451,0.0868,120.282,0.502
9,0.991,0.572,89947,0.226,1.18E-06,0.139,-22.879,0.0922,79.291,0.683
4,0.923,0.461,212760,0.154,1.33E-06,0.261,-14.808,0.0399,137.518,0.553
6,0.992,0.28,178653,0.0912,0.000587,0.108,-16.953,0.0341,79.1,0.0797
4,0.905,0.319,202213,0.192,0.336,0.106,-14.226,0.0324,98.857,0.157
4,0.948,0.263,203827,0.126,2.26E-06,0.197,-15.022,0.0345,88.848,0.0727
8,0.95,0.532,276667,0.165,1.04E-06,0.114,-14.464,0.0342,118.111,0.184
9,0.948,0.398,183387,0.185,0,0.119,-15.172,0.0636,82.055,0.383
8,0.895,0.356,190227,0.204,0,0.0781,-15.196,0.04,129.701,0.222
1,0.869,0.283,211000,0.447,0,0.137,-6.217,0.0351,130.481,0.466
0,0.49,0.616,285187,0.506,0,0.142,-7.704,0.0355,91.02,0.188
2,0.434,0.513,228307,0.524,0,0.242,-6.999,0.0284,138.067,0.559
1,0.929,0.205,261760,0.234,0,0.0963,-9.044,0.0296,145.385,0.0653
1,0.575,0.616,164280,0.569,0,0.0833,-6.09,0.0583,100.906,0.717
1,0.894,0.47,224560,0.262,0,0.114,-9.466,0.0352,75.431,0.416
